bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0.0,0.7682119205298014,0.0,0.7682119205298014,0.0,0.7682119205298014,0.3841059602649007
0.0,0.3614133089133089,0.10628205128205127,0.2714472814243981,0.07005490236259466,0.2664064888836056,0.17293042746229229
0.005353312168877549,0.18055691921671302,0.04948453608247423,0.1578081606703419,0.04441989854360988,0.15704451042215556,0.1033916559111717
0.0,0.40296143250688704,0.1481060606060606,0.37978158205430934,0.12675865800865802,0.37978158205430934,0.2548536968737985
0.02097789575678893,0.43931012791306906,0.14904765235647588,0.34633775586364424,0.12072269358915319,0.33317692589425696,0.23132701847017786
0.028142498890010997,0.26726017943409247,0.11481711525189786,0.23948243683371004,0.09591204752531983,0.23701014356857789,0.18101423587462198
0.01468464086771023,0.3955373406193078,0.12613843351548268,0.3473169458285938,0.10085436724780987,0.3473169458285938,0.22593265258057432
