index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",73,27,60,34,64,34,51
1,"(0.2, 0.4)",0,22,7,26,6,28,14
2,"(0.4, 0.6)",0,11,4,5,2,3,4
3,"(0.6, 0.8)",0,7,1,5,0,5,1
4,"(0.8, 1.0)",1,7,2,4,2,4,4
