index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",77,47,66,41,67,42,54
1,"(0.2, 0.4)",0,14,7,22,4,21,12
2,"(0.4, 0.6)",0,10,2,10,6,10,7
3,"(0.6, 0.8)",0,5,1,4,0,4,4
4,"(0.8, 1.0)",0,1,1,0,0,0,0
