index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",62,21,51,31,58,31,53
1,"(0.2, 0.4)",1,25,8,25,3,26,6
2,"(0.4, 0.6)",0,7,2,3,2,4,4
3,"(0.6, 0.8)",0,6,2,4,0,2,0
4,"(0.8, 1.0)",0,4,0,0,0,0,0
