index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",123,65,102,69,106,69,100
1,"(0.2, 0.4)",0,31,13,36,11,37,10
2,"(0.4, 0.6)",3,13,5,10,4,9,6
3,"(0.6, 0.8)",0,15,5,11,5,11,8
4,"(0.8, 1.0)",1,3,2,1,1,1,3
