index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",114,72,107,75,109,75,94
1,"(0.2, 0.4)",0,25,4,23,3,26,11
2,"(0.4, 0.6)",0,11,3,12,2,9,7
3,"(0.6, 0.8)",1,5,1,3,0,3,2
4,"(0.8, 1.0)",1,3,1,3,2,3,2
