index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",1035,323,806,366,834,373,624
1,"(0.2, 0.4)",10,194,75,318,122,336,236
2,"(0.4, 0.6)",9,221,85,196,49,183,89
3,"(0.6, 0.8)",4,150,21,120,23,111,58
4,"(0.8, 1.0)",11,181,82,69,41,66,62
