index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",85,24,59,22,58,22,45
1,"(0.2, 0.4)",1,28,9,34,17,34,17
2,"(0.4, 0.6)",0,14,10,18,5,18,12
3,"(0.6, 0.8)",1,11,3,7,3,7,7
4,"(0.8, 1.0)",1,11,7,7,5,7,7
