index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",56,33,53,33,54,34,41
1,"(0.2, 0.4)",0,12,1,15,1,15,12
2,"(0.4, 0.6)",1,4,1,4,0,3,2
3,"(0.6, 0.8)",0,2,1,1,1,1,1
4,"(0.8, 1.0)",0,6,1,4,1,4,1
