index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",138,98,129,97,130,97,111
1,"(0.2, 0.4)",1,14,4,19,3,21,11
2,"(0.4, 0.6)",2,13,4,11,5,11,13
3,"(0.6, 0.8)",0,6,0,7,1,5,3
4,"(0.8, 1.0)",1,11,5,8,3,8,4
