index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",147,74,124,81,128,82,113
1,"(0.2, 0.4)",1,32,15,39,15,39,18
2,"(0.4, 0.6)",0,21,2,20,3,19,12
3,"(0.6, 0.8)",0,16,6,6,1,6,3
4,"(0.8, 1.0)",3,8,4,5,4,5,5
