index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",107,32,79,34,79,34,62
1,"(0.2, 0.4)",1,35,9,39,18,40,19
2,"(0.4, 0.6)",0,14,9,18,3,17,13
3,"(0.6, 0.8)",0,16,5,10,1,10,7
4,"(0.8, 1.0)",4,15,10,11,11,11,11
