index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",74,38,70,46,73,48,66
1,"(0.2, 0.4)",2,24,5,23,2,22,7
2,"(0.4, 0.6)",0,12,1,6,1,6,3
3,"(0.6, 0.8)",0,1,0,1,0,0,0
4,"(0.8, 1.0)",3,4,3,3,3,3,3
