index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",119,29,86,33,88,33,63
1,"(0.2, 0.4)",0,38,10,40,21,40,29
2,"(0.4, 0.6)",1,17,15,21,7,21,7
3,"(0.6, 0.8)",0,21,4,16,1,16,14
4,"(0.8, 1.0)",2,17,7,12,5,12,9
