index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",1769,564,1397,608,1407,636,1056
1,"(0.2, 0.4)",16,347,137,521,190,544,376
2,"(0.4, 0.6)",16,331,127,335,109,313,165
3,"(0.6, 0.8)",12,271,46,232,48,209,125
4,"(0.8, 1.0)",32,332,138,149,91,143,123
