index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",197,128,182,133,182,133,158
1,"(0.2, 0.4)",0,23,6,28,9,28,24
2,"(0.4, 0.6)",0,21,3,21,1,21,9
3,"(0.6, 0.8)",0,13,1,10,2,10,2
4,"(0.8, 1.0)",3,15,8,8,6,8,7
