index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",75,31,62,32,64,32,55
1,"(0.2, 0.4)",2,21,6,29,8,30,11
2,"(0.4, 0.6)",0,12,4,10,4,10,5
3,"(0.6, 0.8)",0,8,3,6,1,5,5
4,"(0.8, 1.0)",0,5,2,0,0,0,1
