index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",75,36,60,41,61,41,50
1,"(0.2, 0.4)",0,15,7,12,6,12,13
2,"(0.4, 0.6)",0,16,3,15,7,15,5
3,"(0.6, 0.8)",0,5,4,6,1,6,6
4,"(0.8, 1.0)",3,6,4,4,3,4,4
