index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",1817,558,1457,647,1480,677,1148
1,"(0.2, 0.4)",11,341,87,561,172,584,391
2,"(0.4, 0.6)",8,331,127,322,88,292,139
3,"(0.6, 0.8)",4,255,36,215,48,194,94
4,"(0.8, 1.0)",9,364,142,104,61,102,77
