index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",77,62,73,60,72,60,64
1,"(0.2, 0.4)",1,5,0,8,1,8,7
2,"(0.4, 0.6)",0,6,3,7,5,7,4
3,"(0.6, 0.8)",0,3,1,1,0,1,3
4,"(0.8, 1.0)",1,3,2,3,1,3,1
