index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",201,131,191,137,191,138,171
1,"(0.2, 0.4)",1,29,2,40,5,39,19
2,"(0.4, 0.6)",0,25,4,13,2,13,7
3,"(0.6, 0.8)",0,6,0,8,1,8,0
4,"(0.8, 1.0)",0,11,5,4,3,4,5
