index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",76,27,69,41,71,42,58
1,"(0.2, 0.4)",0,24,4,20,5,19,15
2,"(0.4, 0.6)",0,12,2,11,0,12,0
3,"(0.6, 0.8)",0,11,0,3,0,2,2
4,"(0.8, 1.0)",1,3,2,2,1,2,2
