index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",31,15,27,17,27,17,20
1,"(0.2, 0.4)",0,7,1,5,1,5,6
2,"(0.4, 0.6)",0,2,1,5,1,5,2
3,"(0.6, 0.8)",0,3,0,2,0,2,1
4,"(0.8, 1.0)",0,4,2,2,2,2,2
