index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",124,29,99,37,97,37,73
1,"(0.2, 0.4)",0,39,7,43,15,43,27
2,"(0.4, 0.6)",0,21,8,18,5,18,9
3,"(0.6, 0.8)",0,20,4,16,1,16,8
4,"(0.8, 1.0)",0,15,6,10,6,10,7
