index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",1771,559,1421,614,1421,644,1053
1,"(0.2, 0.4)",13,341,110,526,191,547,404
2,"(0.4, 0.6)",13,345,120,330,87,314,146
3,"(0.6, 0.8)",10,240,40,232,53,200,122
4,"(0.8, 1.0)",20,342,136,125,75,122,102
