index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",74,25,57,30,62,30,50
1,"(0.2, 0.4)",1,17,8,23,8,24,15
2,"(0.4, 0.6)",0,17,5,15,4,15,3
3,"(0.6, 0.8)",0,14,3,6,1,5,6
4,"(0.8, 1.0)",1,3,3,2,1,2,2
