index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",30,11,22,12,22,12,17
1,"(0.2, 0.4)",0,4,3,4,4,4,3
2,"(0.4, 0.6)",0,3,3,5,3,5,5
3,"(0.6, 0.8)",0,5,1,6,0,6,4
4,"(0.8, 1.0)",0,7,1,3,1,3,1
