index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",119,32,92,35,91,35,72
1,"(0.2, 0.4)",0,38,8,41,20,41,22
2,"(0.4, 0.6)",1,19,13,21,3,21,8
3,"(0.6, 0.8)",0,16,1,13,1,13,9
4,"(0.8, 1.0)",1,16,7,11,6,11,10
