index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",197,125,180,130,178,130,155
1,"(0.2, 0.4)",0,25,4,30,12,30,26
2,"(0.4, 0.6)",0,22,6,24,2,24,8
3,"(0.6, 0.8)",0,14,2,8,1,8,3
4,"(0.8, 1.0)",2,13,7,7,6,7,7
