index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",75,40,69,41,68,42,54
1,"(0.2, 0.4)",0,15,3,17,4,16,12
2,"(0.4, 0.6)",0,13,2,13,3,13,6
3,"(0.6, 0.8)",1,6,2,3,1,3,4
4,"(0.8, 1.0)",0,2,0,2,0,2,0
