index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",45,19,38,20,38,21,31
1,"(0.2, 0.4)",1,13,4,14,6,14,9
2,"(0.4, 0.6)",1,6,3,9,1,8,2
3,"(0.6, 0.8)",0,5,2,2,2,2,5
4,"(0.8, 1.0)",0,4,0,2,0,2,0
