index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",1048,340,839,395,865,406,670
1,"(0.2, 0.4)",5,195,61,330,105,342,218
2,"(0.4, 0.6)",6,225,76,171,43,162,75
3,"(0.6, 0.8)",2,140,15,121,25,108,60
4,"(0.8, 1.0)",6,167,76,50,29,49,44
