index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",31,13,23,14,23,14,17
1,"(0.2, 0.4)",0,4,1,4,2,4,5
2,"(0.4, 0.6)",0,3,3,4,3,4,3
3,"(0.6, 0.8)",0,5,2,6,1,6,4
4,"(0.8, 1.0)",0,6,2,3,2,3,2
