index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",77,22,65,32,66,33,52
1,"(0.2, 0.4)",0,24,4,24,8,23,16
2,"(0.4, 0.6)",0,12,3,13,2,14,4
3,"(0.6, 0.8)",0,13,2,7,1,6,5
4,"(0.8, 1.0)",0,6,3,1,0,1,0
