index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",119,38,90,41,90,41,69
1,"(0.2, 0.4)",0,32,10,35,16,35,22
2,"(0.4, 0.6)",0,20,7,21,9,21,12
3,"(0.6, 0.8)",0,18,7,15,2,15,10
4,"(0.8, 1.0)",3,14,8,10,5,10,9
