index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",76,20,66,35,68,37,57
1,"(0.2, 0.4)",0,27,5,23,7,22,14
2,"(0.4, 0.6)",0,14,1,14,1,13,2
3,"(0.6, 0.8)",0,10,0,4,0,4,3
4,"(0.8, 1.0)",1,6,5,1,1,1,1
