index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",1789,552,1411,620,1436,655,1086
1,"(0.2, 0.4)",15,328,131,520,182,543,398
2,"(0.4, 0.6)",16,363,115,344,97,314,149
3,"(0.6, 0.8)",4,254,45,243,58,218,111
4,"(0.8, 1.0)",14,341,136,111,65,108,94
