index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",31,17,24,18,24,18,20
1,"(0.2, 0.4)",0,4,3,2,4,2,3
2,"(0.4, 0.6)",0,2,3,5,3,5,4
3,"(0.6, 0.8)",0,3,1,4,0,4,4
4,"(0.8, 1.0)",0,5,0,2,0,2,0
