index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",198,127,183,135,184,135,164
1,"(0.2, 0.4)",1,25,5,33,6,33,19
2,"(0.4, 0.6)",1,29,5,19,4,19,10
3,"(0.6, 0.8)",0,9,1,9,3,9,3
4,"(0.8, 1.0)",0,10,6,4,3,4,4
