index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",197,131,188,136,186,136,164
1,"(0.2, 0.4)",1,24,5,34,8,34,19
2,"(0.4, 0.6)",0,24,1,17,3,17,12
3,"(0.6, 0.8)",0,9,1,9,0,9,2
4,"(0.8, 1.0)",0,10,3,2,1,2,1
