index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",75,23,61,31,64,31,55
1,"(0.2, 0.4)",0,25,7,27,9,29,13
2,"(0.4, 0.6)",0,11,4,10,1,9,4
3,"(0.6, 0.8)",0,11,1,7,1,6,3
4,"(0.8, 1.0)",0,5,2,0,0,0,0
