index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",29,12,24,13,24,14,19
1,"(0.2, 0.4)",0,5,2,5,2,4,4
2,"(0.4, 0.6)",0,5,3,5,3,5,1
3,"(0.6, 0.8)",0,5,0,5,0,5,5
4,"(0.8, 1.0)",0,2,0,1,0,1,0
