index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",1761,542,1401,603,1405,631,1059
1,"(0.2, 0.4)",13,317,107,535,191,555,409
2,"(0.4, 0.6)",16,358,123,335,98,315,141
3,"(0.6, 0.8)",8,264,52,222,50,197,104
4,"(0.8, 1.0)",15,332,130,118,69,115,100
