index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",120,26,86,30,87,30,62
1,"(0.2, 0.4)",0,38,14,41,23,41,32
2,"(0.4, 0.6)",0,24,14,26,8,26,11
3,"(0.6, 0.8)",0,22,2,17,0,17,10
4,"(0.8, 1.0)",2,12,6,8,4,8,7
