index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",112,26,79,28,81,28,63
1,"(0.2, 0.4)",0,33,10,37,17,37,23
2,"(0.4, 0.6)",0,15,13,23,7,23,9
3,"(0.6, 0.8)",0,25,4,18,3,18,12
4,"(0.8, 1.0)",0,13,6,6,4,6,5
