index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",76,49,67,40,66,40,53
1,"(0.2, 0.4)",0,13,6,23,7,23,17
2,"(0.4, 0.6)",1,9,2,9,3,9,4
3,"(0.6, 0.8)",0,5,1,5,1,5,3
4,"(0.8, 1.0)",0,1,1,0,0,0,0
