index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",29,13,25,14,26,14,17
1,"(0.2, 0.4)",0,2,3,3,2,3,8
2,"(0.4, 0.6)",0,9,0,7,0,7,3
3,"(0.6, 0.8)",0,1,0,4,0,4,0
4,"(0.8, 1.0)",0,4,1,1,1,1,1
