index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",190,121,178,128,178,128,161
1,"(0.2, 0.4)",0,29,0,41,6,41,20
2,"(0.4, 0.6)",0,22,4,14,2,14,4
3,"(0.6, 0.8)",0,8,3,2,1,2,2
4,"(0.8, 1.0)",0,10,5,5,3,5,3
