index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",46,22,38,20,40,22,30
1,"(0.2, 0.4)",0,12,6,16,5,14,10
2,"(0.4, 0.6)",1,6,1,8,1,8,4
3,"(0.6, 0.8)",0,4,2,1,1,1,3
4,"(0.8, 1.0)",0,3,0,2,0,2,0
