index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",123,58,99,62,102,62,96
1,"(0.2, 0.4)",1,33,14,40,13,40,13
2,"(0.4, 0.6)",2,16,7,8,6,8,4
3,"(0.6, 0.8)",0,12,5,12,4,12,10
4,"(0.8, 1.0)",0,7,1,4,1,4,3
