index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",151,35,151,35,151,35,35
1,"(0.2, 0.4)",0,0,0,0,0,0,0
2,"(0.4, 0.6)",0,0,0,0,0,0,116
3,"(0.6, 0.8)",0,0,0,0,0,0,0
4,"(0.8, 1.0)",0,116,0,116,0,116,0
