index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",76,44,64,44,66,45,54
1,"(0.2, 0.4)",0,15,7,13,5,12,11
2,"(0.4, 0.6)",0,9,2,14,5,14,4
3,"(0.6, 0.8)",1,8,4,4,1,4,7
4,"(0.8, 1.0)",1,2,1,3,1,3,2
