index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",139,104,131,106,132,106,120
1,"(0.2, 0.4)",0,13,4,19,3,20,7
2,"(0.4, 0.6)",1,11,2,5,2,5,7
3,"(0.6, 0.8)",0,5,0,4,1,3,4
4,"(0.8, 1.0)",2,9,5,8,4,8,4
