index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",55,32,51,36,52,37,45
1,"(0.2, 0.4)",1,12,1,12,2,11,6
2,"(0.4, 0.6)",1,4,2,4,1,4,4
3,"(0.6, 0.8)",0,1,2,1,1,1,1
4,"(0.8, 1.0)",0,8,1,4,1,4,1
