index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",31,14,24,16,24,16,18
1,"(0.2, 0.4)",0,3,2,2,2,2,4
2,"(0.4, 0.6)",0,3,3,3,4,3,3
3,"(0.6, 0.8)",0,6,2,8,1,8,6
4,"(0.8, 1.0)",0,5,0,2,0,2,0
