index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",1779,559,1413,616,1429,647,1067
1,"(0.2, 0.4)",13,320,111,523,184,556,404
2,"(0.4, 0.6)",20,342,132,341,94,305,148
3,"(0.6, 0.8)",8,266,48,231,55,207,118
4,"(0.8, 1.0)",18,351,134,127,76,123,101
