index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",119,37,91,41,91,41,70
1,"(0.2, 0.4)",0,29,10,37,20,37,27
2,"(0.4, 0.6)",1,24,12,21,3,21,7
3,"(0.6, 0.8)",0,20,2,14,2,14,10
4,"(0.8, 1.0)",2,12,7,9,6,9,8
