index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",196,129,182,128,181,128,160
1,"(0.2, 0.4)",1,17,4,36,8,36,22
2,"(0.4, 0.6)",0,29,4,18,3,18,7
3,"(0.6, 0.8)",1,12,3,9,2,9,4
4,"(0.8, 1.0)",2,13,7,9,6,9,7
