index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",76,52,68,49,70,50,57
1,"(0.2, 0.4)",1,7,5,13,3,12,11
2,"(0.4, 0.6)",0,9,2,9,4,9,5
3,"(0.6, 0.8)",0,6,1,4,0,4,4
4,"(0.8, 1.0)",1,4,2,3,1,3,1
