index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",77,36,68,40,71,41,64
1,"(0.2, 0.4)",2,19,9,30,6,29,10
2,"(0.4, 0.6)",0,18,2,5,2,8,5
3,"(0.6, 0.8)",0,2,0,4,0,1,0
4,"(0.8, 1.0)",0,4,0,0,0,0,0
