index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",221,73,221,73,221,73,73
1,"(0.2, 0.4)",0,0,0,0,0,0,0
2,"(0.4, 0.6)",0,0,0,0,0,0,148
3,"(0.6, 0.8)",0,0,0,0,0,0,0
4,"(0.8, 1.0)",0,148,0,148,0,148,0
