index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",1247,457,1006,516,1038,529,808
1,"(0.2, 0.4)",8,220,80,354,124,371,255
2,"(0.4, 0.6)",9,244,92,194,49,181,95
3,"(0.6, 0.8)",7,171,16,145,28,130,67
4,"(0.8, 1.0)",9,188,86,71,41,69,55
