index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",147,74,130,79,134,79,116
1,"(0.2, 0.4)",0,37,12,43,11,43,21
2,"(0.4, 0.6)",1,28,3,22,1,22,5
3,"(0.6, 0.8)",1,6,3,3,2,3,5
4,"(0.8, 1.0)",2,6,3,4,3,4,4
