index,ranges,bleu,bleu1,bleu2,rouge1,rouge2,rougeL,meteor
0,"(0.0, 0.2)",111,35,81,37,83,37,73
1,"(0.2, 0.4)",1,43,9,47,19,47,14
2,"(0.4, 0.6)",0,9,14,14,5,14,14
3,"(0.6, 0.8)",0,18,5,9,3,9,7
4,"(0.8, 1.0)",1,8,4,6,3,6,5
